Texto,Ruta,Etiqueta,Predicción
And I think it's a lot higher than the 21.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/148.wav,,1
That's bigger than New York State pouring in.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/149.wav,,0
And just look at what they're doing to our country.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/150.wav,,0
They're criminals.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/151.wav,,0
Many of these people coming in are criminals.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/152.wav,,0
"And that's bad for our economy, too.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/153.wav,,0
"You know, you mentioned before, we'll talk about immigration later.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/154.wav,,1
"Well, bad immigration is the worst thing that can happen to our economy.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/155.wav,,1
"They have, and she has, destroyed our country with policy that's insane.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/156.wav,,1
Almost policy that you'd say they have to hate our country.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/157.wav,,0
"President Trump, thank you.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/158.wav,,0
Lindsay?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/159.wav,,1
" The reason I'm doing that vote is because the plan is, as you know the vote is, they have abortion in the ninth month.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/160.wav,,1
"They even have, and you can look at the governor of West Virginia, the previous governor of West Virginia, not the current governor, is doing an excellent job.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/161.wav,,1
"But the governor before, he said, the baby will be born, and we will decide what to do with the baby.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/162.wav,,1
"In other words, we'll execute the baby.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/163.wav,,0
"And that's why I did that, because that predominates.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/164.wav,,1
Because they're radical.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/165.wav,,0
The Democrats are radical in that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/166.wav,,1
"And her vice presidential pick, which I think was a horrible pick, by the way, for our country, because he is really out of it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/167.wav,,1
"But her vice presidential pick says, abortion in the ninth month is absolutely fine.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/168.wav,,1
He also says...,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/169.wav,,0
Execution after birth.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/170.wav,,0
"It's execution, no longer abortion, because the baby is born is okay.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/171.wav,,1
"And that's not okay with me, hence the vote.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/172.wav,,0
But what I did is something for 52 years they've been trying to get Roe v. Wade into the states.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/173.wav,,1
"And through the genius and heart and strength of six Supreme Court justices, we were able to do that.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/174.wav,,1
"Now, I believe in the exceptions for rape, incest, and life of the mother.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/175.wav,,1
I believe strongly in it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/176.wav,,0
Ronald Reagan did also.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/177.wav,,0
85% of Republicans do.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/178.wav,,1
Exceptions.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/179.wav,,0
Very important.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/180.wav,,0
"But we were able to get it, and now states are voting on it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/181.wav,,0
"And for the first time, you're going to see, look, this is an issue that's torn our country apart for 52 years.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/182.wav,,1
"Every legal scholar, every Democrat, every Republican, liberal, conservative, they all wanted this issue to be brought back to the states where the people could vote.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/183.wav,,1
And that's what happened.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/184.wav,,0
"Now, Ohio?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/185.wav,,0
The vote was somewhat liberal.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/186.wav,,0
"Kansas, the vote was somewhat liberal, much more liberal than people would have thought.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/187.wav,,0
But each individual state is voting.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/188.wav,,0
It's the vote of the people now.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/189.wav,,0
It's not tied up in the federal government.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/190.wav,,0
I did a great service in doing it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/191.wav,,0
It took courage to do it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/192.wav,,1
And the Supreme Court had great courage in doing it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/193.wav,,0
And I give tremendous credit to those six justices.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/194.wav,,0
" Well, as I said, you're going to hear a bunch of lies and that's not actually a surprising fact.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/195.wav,,1
Let's understand how we got here.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/196.wav,,0
Donald Trump hand-selected three members of the United States Supreme Court with the intention that they would undo the protections of Roe v. Wade.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/197.wav,,1
And they did exactly as he intended.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/198.wav,,0
"And now in over 20 states, there are Trump abortion bans, which make it criminal for a doctor or nurse to provide health care.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/199.wav,,1
"In one state, it provides prison for life.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/200.wav,,0
"Trump abortion bans that make no exception even for rape and incest, which understand what that means.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/201.wav,,0
"A survivor of a crime, a violation to their body, does not have the right to make a decision about what happens to their body next.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/202.wav,,0
That is immoral.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/203.wav,,1
And one does not have to abandon their faith or deeply held beliefs to agree.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/204.wav,,0
The government and Donald Trump certainly should not be telling a woman what to do with her body.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/205.wav,,0
I have talked with women around our country.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/206.wav,,0
You want to talk about this is what people wanted?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/207.wav,,0
Pregnant women who want to carry a pregnancy to term suffering from a miscarriage being denied care in an emergency room because the health care providers are afraid they might go to jail and she's bleeding out in a car in the parking lot.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/208.wav,,1
She didn't want that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/209.wav,,1
Her husband didn't want that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/210.wav,,0
A 12 or 13 year old survivor of incest being forced to carry a pregnancy to term.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/211.wav,,0
They don't want that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/212.wav,,0
"And I pledge to you, when Congress passes a bill to put back in place the protections of Roe v. Wade as President of the United States, I will proudly sign it into law.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/213.wav,,1
"But understand, if Donald Trump were to be reelected, he will sign a national abortion ban.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/214.wav,,0
"Understand, in his Project 2025, there would be a national abortion monitor that would be monitoring your pregnancies, your miscarriages.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/215.wav,,1
"that certain freedoms, in particular the freedom to make decisions about one's own body, should not be made by the government.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/216.wav,,0
"Well, there she goes again.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/217.wav,,0
It's a lie.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/218.wav,,1
"I'm not signing a ban, and there's no reason to sign a ban, because we've gotten what everybody wanted.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/219.wav,,0
"Democrats, Republicans, and everybody else, and every legal scholar wanted it to be brought back into the states, and the states are voting.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/220.wav,,0
"And it may take a little time,  But for 52 years, this issue has torn our country apart.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/221.wav,,1
And they've wanted it back in the states.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/222.wav,,0
And I did something that nobody thought was possible.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/223.wav,,0
The states are now voting.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/224.wav,,1
What she says is an absolute lie.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/225.wav,,1
"And as far as the abortion ban,  No, I'm not in favor of abortion bans, but it doesn't matter because this issue has now been taken over by the states.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/226.wav,,1
"Well, I won't have to because, again, two things.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/227.wav,,1
"Number one, she said she'll go back to Congress.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/228.wav,,0
She'll never get the vote.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/229.wav,,0
"It's impossible for her to get the vote, especially now with the 50-50, essentially 50-50 in both Senate and the House.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/230.wav,,1
She's not going to get the vote.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/231.wav,,0
She can't get the vote.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/232.wav,,1
She won't even come close to it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/233.wav,,0
So it's just talk.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/234.wav,,0
You know what it reminds me of?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/235.wav,,0
"When they said they're going to get student loans terminated, and it ended up being a total catastrophe.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/236.wav,,1
"The student loans, and then her, I think probably her boss, if you call him a boss, he spends all his time on the beach.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/237.wav,,0
"But look, her boss went out and said, we'll do it again.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/238.wav,,0
We'll do it a different way.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/239.wav,,1
"And he went out, got rejected again by the Supreme Court.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/240.wav,,0
So all these students got...  taunted with this whole thing about this whole idea and how unfair that would have been part of the reason they lost to the millions and millions of people that had to pay off their student loans they didn't get it for free but they were saying it's the same way that they talked about that that they talk about abortion,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/241.wav,,1
"Well, I didn't discuss it with J.D.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/242.wav,,0
"In all fairness, J.D.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/243.wav,,0
"And I don't mind if he has a certain view, but I think he was speaking for me, but I really didn't.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/244.wav,,0
Look.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/245.wav,,0
We don't have to discuss it because she'd never be able to get it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/246.wav,,1
"Just like she couldn't get student loans, they couldn't get student loans.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/247.wav,,0
They didn't even come close to getting student loans.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/248.wav,,0
They taunted young people and a lot of other people that had loans.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/249.wav,,1
They can never get this approved.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/250.wav,,0
So it doesn't matter what she says about going to Congress.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/251.wav,,1
"Wonderful, let's go to Congress, do it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/252.wav,,0
But the fact is that for years they wanted to get it out of Congress and out of the federal government.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/253.wav,,0
And we did something that everybody said couldn't be done.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/254.wav,,1
And now you have a vote of the people on abortion.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/255.wav,,0
I absolutely support reinstating the protections of Roe v. Wade.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/256.wav,,0
"And as you rightly mentioned, nowhere in America  is a woman carrying a pregnancy to term and asking for an abortion.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/257.wav,,1
That is not happening.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/258.wav,,1
It's insulting to the women of America.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/259.wav,,1
And understand what has been happening under Donald Trump's abortion bans.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/260.wav,,0
Couples who pray and dream of having a family are being denied IVF treatments.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/261.wav,,0
What is happening in our country?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/262.wav,,0
"Working people, working women who are working one or two jobs, who can barely afford childcare as it is, have to travel to another state to get on a plane sitting next to strangers to go and get the healthcare she needs.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/263.wav,,1
barely can afford to do it and what you are putting her through is unconscionable.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/264.wav,,0
"And the people of America have not, the majority of Americans believe in a woman's right to make decisions about her own body and that is why in every state where this issue has been on the ballot in red and blue states both, the people of America have voted for freedom.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/265.wav,,1
" Vice President Harris, thank you.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/266.wav,,0
"Vice President Harris Jr. : Excuse me, I have to respond.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/267.wav,,1
Another lie.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/268.wav,,0
It's another lie.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/269.wav,,0
"I have been a leader on IVF, which is fertilization.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/270.wav,,0
"The IVF, I have been a leader.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/271.wav,,1
"In fact, when they got a very negative decision on IVF from the Alabama courts,  I saw the people of Alabama and the legislature two days later voted it in.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/272.wav,,1
I've been a leader on it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/273.wav,,0
"They know that, and everybody else knows it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/274.wav,,1
I have been a leader on fertilization IVF.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/275.wav,,0
"And the other thing, they, you should ask, will she allow abortion in the eighth month, ninth month, seventh month?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/276.wav,,1
Come on.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/277.wav,,0
"Okay, would you do that?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/278.wav,,0
Why don't you ask her that question?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/279.wav,,0
That's the problem.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/280.wav,,0
"Because under Roe v. Wade, you could do abortions in the seventh month, the eighth month, the ninth month, and probably after birth.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/281.wav,,1
"Just look at the governor, former governor of Virginia.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/282.wav,,0
The governor of Virginia said we put the baby aside and then we determine what we want to do with the baby.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/283.wav,,0
"So I'm the only person on this stage who has prosecuted transnational criminal organizations for the trafficking of guns, drugs and human beings.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/284.wav,,1
"And let me say that the United States Congress, including some of the most conservative members of the United States Senate, came up with a border security bill which I supported.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/285.wav,,1
"And that bill would have put 1,500 more border agents on the border to help those folks who are working there right now over time trying to do their job.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/286.wav,,1
It would have allowed us to stem the flow of fentanyl coming into the United States.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/287.wav,,0
I know there are so many families watching tonight who have been personally affected by the surge of fentanyl in our country.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/288.wav,,1
"That bill would have put more resources to allow us to prosecute transnational criminal organizations for trafficking in guns, drugs, and human beings.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/289.wav,,0
But you know what happened to that bill?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/290.wav,,0
"Donald Trump got on the phone, called up some folks in Congress, and said kill the bill.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/291.wav,,0
And you know why?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/292.wav,,0
Because he'd prefer to run on a problem instead of fixing a problem.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/293.wav,,0
"And understand, this comes at a time where the people of our country actually need a leader who engages in solutions, who actually addresses the problems at hand.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/294.wav,,1
But what we have in the former president is someone who would prefer to run on a problem instead of fixing a problem.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/295.wav,,0
"And I'll tell you something, he's going to talk about immigration a lot tonight, even when it's not the subject that is being raised.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/296.wav,,0
"And I'm going to actually do something really unusual, and I'm going to invite you to attend one of Donald Trump's rallies, because it's a really interesting thing to watch.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/297.wav,,1
"You will see during the course of his rallies, he talks about fictional characters like Hannibal Lecter,  He will talk about windmills cause cancer.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/298.wav,,0
And what you will also notice is that people start leaving his rallies early out of exhaustion and boredom.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/299.wav,,0
"And I will tell you, the one thing you will not hear him talk about is you.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/300.wav,,0
"You will not hear him talk about your needs, your dreams, and your desires.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/301.wav,,1
"And I'll tell you, I believe you deserve a president who actually puts you first.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/302.wav,,1
And I pledge to you that I will.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/303.wav,,0
"Well, I would like to respond.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/304.wav,,0
"First, let me respond to the rallies.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/305.wav,,0
She said people start leaving.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/306.wav,,0
People don't go to her rallies.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/48_2024/307.wav,,0
